"","true","Meanest","EmpiricalVar","MeanBias","MeanRMSE","MeanRelbias"
"1",0.13,0.130001243968512,3.91436363861565e-09,1.24396851240022e-06,6.24206638708883e-05,9.56898855692475e-06
"2",4.53,4.53058788221183,5.9359214287635e-05,0.000587882211830415,0.00770766006717885,0.000129775322699871
"3",5.03,5.03071368524059,5.82255023845433e-05,0.000713685240587258,0.00764484934418283,0.000141885733715161
"4",6.02,6.02057739270132,5.93282850873452e-05,0.000577392701322696,0.00770487027752247,9.59124088575908e-05
"5",-1.99,-1.99006053851847,2.00754879111955e-06,-6.05385184736296e-05,0.00141462926570283,3.04213660671505e-05
"6",-2.01,-2.01008159840726,2.44525515871741e-06,-8.15984072601439e-05,0.00156194980168737,4.05962225174845e-05
"7",-2.84,-2.83994884194643,2.72129252893109e-06,5.11580535745537e-05,0.00164629985504828,-1.80133991459696e-05
"8",-2.5,-2.49997820712987,2.68882906293539e-06,2.1792870125239e-05,0.00163580556509905,-8.7171480500956e-06
